school_state,resource_type,poverty_level,date_posted,total_donations,num_projects,grade_level
CA,Technology,high,2010-04-25,95.0,1,Grades 3-5
CA,Technology,high,2010-08-13,197.92,1,Grades PreK-2
CA,Books,high,2010-08-20,833.69,1,Grades 9-12
CA,Books,high,2010-08-20,833.69,1,Grades 9-12
CA,Other,high,2010-08-24,246.85,2,Grades 6-8
CA,Supplies,low,2010-08-02,575.01,2,Grades PreK-2
CA,Other,high,2010-04-30,10.0,1,Grades PreK-2
CA,Supplies,low,2010-07-01,468.69,1,Grades 3-5
CA,Books,high,2010-09-01,500.2,1,Grades PreK-2
CA,Books,high,2010-09-01,500.2,2,Grades PreK-2
CA,Supplies,high,2010-09-03,601.68,1,Grades 3-5
CA,Supplies,high,2010-09-03,601.68,1,Grades 3-5
CA,Supplies,high,2010-06-14,246.05,1,Grades PreK-2
CA,Supplies,low,2010-07-12,420.17,1,Grades 3-5
CA,Other,high,2010-05-27,485.61,1,Grades PreK-2
CA,Supplies,high,2010-09-05,563.78,1,Grades 3-5
CA,Supplies,high,2010-09-08,365.12,1,Grades 9-12
CA,Supplies,high,2010-09-08,365.12,1,Grades 9-12
NC,Supplies,high,2010-09-08,365.12,1,Grades 9-12
CA,Other,high,2010-09-03,256.61,1,Grades 3-5
CA,Technology,high,2010-09-01,282.29,1,Grades PreK-2
CA,Supplies,high,2010-05-23,665.8,1,Grades 9-12
CA,Supplies,high,2010-05-23,665.8,1,Grades 9-12
CA,Supplies,high,2010-05-23,665.8,1,Grades 9-12
CA,Supplies,high,2010-07-12,394.29,1,Grades PreK-2
CA,Supplies,high,2010-07-12,394.29,1,Grades PreK-2
CA,Books,high,2010-09-06,788.41,1,Grades 9-12
CA,Supplies,low,2010-07-01,506.66,1,Grades 3-5
MI,Technology,high,2010-09-05,981.64,1,Grades 6-8
CA,Technology,high,2010-07-02,271.66,1,Grades PreK-2
CA,Technology,high,2010-06-25,402.92,2,Grades PreK-2
CA,Technology,high,2010-06-25,402.92,2,Grades PreK-2
CA,Supplies,high,2010-07-11,382.79,1,Grades PreK-2
CA,Supplies,high,2010-07-20,274.67,1,Grades PreK-2
CA,Books,high,2010-09-12,468.99,1,Grades PreK-2
CA,Books,high,2010-08-08,461.16,1,Grades 3-5
CA,Supplies,high,2010-07-20,637.35,2,Grades 9-12
CA,Supplies,high,2010-07-20,637.35,5,Grades 9-12
CA,Technology,high,2010-05-20,263.91,1,Grades 6-8
CA,Supplies,high,2010-05-17,576.76,1,Grades PreK-2
CA,Books,high,2010-09-12,180.85,1,Grades 9-12
PA,Technology,high,2010-05-19,230.0,77,Grades 9-12
CA,Technology,high,2010-09-04,505.86,1,Grades 9-12
WI,Technology,high,2010-08-30,924.34,1,Grades PreK-2
CA,Supplies,high,2010-08-05,531.24,1,Grades PreK-2
CA,Books,low,2010-08-03,263.87,1,Grades PreK-2
CA,Supplies,high,2010-09-06,167.61,1,Grades 9-12
CA,Books,high,2010-09-05,369.17,2,Grades PreK-2
CT,Other,minimal,2010-05-30,343.5,1,Grades PreK-2
CA,Supplies,high,2010-05-02,156.0,1,Grades PreK-2
CA,Other,high,2010-09-04,512.2,1,Grades 9-12
NY,Other,high,2010-09-07,253.05,2,Grades PreK-2
CA,Supplies,high,2010-06-23,520.23,1,Grades 3-5
CA,Supplies,high,2010-06-23,520.23,1,Grades 3-5
CA,Supplies,high,2010-09-04,430.7,2,Grades 3-5
CA,Technology,low,2010-07-19,169.98,1,Grades PreK-2
CA,Technology,low,2010-05-23,50.0,3,Grades 6-8
CA,Books,high,2010-04-27,487.45,1,Grades 3-5
CA,Other,high,2010-08-21,250.93,1,Grades 6-8
CA,Books,high,2010-09-02,812.75,1,Grades 9-12
CA,Books,high,2010-09-02,812.75,1,Grades 9-12
CA,Books,high,2010-09-02,812.75,1,Grades 9-12
CA,Technology,high,2010-08-06,266.33,1,Grades PreK-2
CA,Supplies,high,2010-08-17,447.22,1,Grades PreK-2
CA,Technology,high,2010-08-30,1174.58,1,Grades 3-5
CA,Technology,high,2010-08-30,1174.58,1,Grades 3-5
CA,Technology,high,2010-08-30,1174.58,1,Grades 3-5
IL,Other,high,2010-09-01,175.26,2,Grades 3-5
NY,Supplies,high,2010-04-13,548.5,1,Grades 9-12
CA,Supplies,high,2010-09-02,203.1,1,Grades 9-12
CA,Other,high,2010-08-17,543.09,1,Grades 6-8
CA,Supplies,high,2010-05-22,314.22,2,Grades PreK-2
CA,Supplies,high,2010-08-11,175.78,1,Grades PreK-2
CA,Supplies,high,2010-07-23,215.87,1,Grades 3-5
GA,Other,high,2010-07-27,272.39,1,Grades PreK-2
CA,Supplies,high,2010-07-26,539.3,2,Grades PreK-2
CA,Supplies,high,2010-07-26,539.3,3,Grades PreK-2
CA,Supplies,high,2010-07-26,539.3,1,Grades PreK-2
CA,Supplies,high,2010-04-15,506.85,1,Grades 6-8
CA,Books,high,2010-08-29,166.8,1,Grades PreK-2
IL,Books,high,2010-08-22,288.62,1,Grades 9-12
CA,Supplies,high,2010-08-17,190.02,1,Grades PreK-2
CA,Supplies,minimal,2010-04-12,459.21,1,Grades 6-8
CA,Supplies,minimal,2010-04-12,459.21,1,Grades 6-8
TN,Supplies,minimal,2010-04-12,459.21,1,Grades 6-8
CA,Books,high,2010-08-22,674.77,1,Grades 9-12
MD,Books,high,2010-08-22,674.77,1,Grades 9-12
CA,Other,high,2010-08-30,488.95,1,Grades 6-8
CA,Other,high,2010-04-27,210.11,1,Grades 6-8
ME,Technology,high,2010-04-28,504.62,1,Grades 9-12
CA,Technology,high,2010-08-20,2644.62,1,Grades PreK-2
MD,Technology,high,2010-06-23,503.16,1,Grades 9-12
CA,Books,high,2010-08-10,292.89,2,Grades 6-8
CA,Technology,minimal,2010-04-24,964.13,1,Grades 6-8
CA,Technology,minimal,2010-04-24,964.13,3,Grades 6-8
PA,Supplies,high,2010-08-27,438.48,1,Grades PreK-2
PA,Technology,high,2010-07-18,1016.83,1,Grades 6-8
CA,Other,high,2010-07-23,458.6,1,Grades PreK-2
CA,Technology,low,2010-07-26,556.21,1,Grades 3-5
CA,Supplies,low,2010-08-20,351.81,2,Grades PreK-2
CA,Supplies,high,2010-06-02,407.65,1,Grades PreK-2
NY,Supplies,high,2010-06-02,407.65,1,Grades PreK-2
CA,Books,high,2010-06-21,228.33,2,Grades 3-5
GA,Books,high,2010-08-26,462.79,1,Grades 9-12
PA,Supplies,high,2010-05-05,189.03,1,Grades 3-5
MA,Supplies,high,2010-05-05,189.03,1,Grades 3-5
NY,Supplies,high,2010-08-07,396.33,1,Grades 3-5
CA,Supplies,high,2010-08-07,396.33,1,Grades 3-5
CT,Supplies,high,2010-08-18,373.14,1,Grades PreK-2
WA,Books,high,2010-08-02,684.56,1,Grades 6-8
ME,Other,high,2010-04-13,945.59,1,Grades PreK-2
CA,Other,high,2010-04-13,945.59,1,Grades PreK-2
CA,Books,high,2010-08-21,302.38,1,Grades PreK-2
IL,Technology,low,2010-08-05,236.45,1,Grades PreK-2
NY,Supplies,high,2010-08-15,909.45,5,Grades PreK-2
CA,Supplies,high,2010-04-23,540.11,1,Grades PreK-2
CA,Books,minimal,2010-07-16,494.07,1,Grades PreK-2
NY,Books,low,2010-07-30,695.38,1,Grades 6-8
CA,Supplies,high,2010-07-02,128.84,1,Grades 3-5
CA,Books,high,2010-08-24,285.26,1,Grades 9-12
TX,Technology,high,2010-07-06,786.82,1,Grades 3-5
NY,Technology,high,2010-06-21,679.11,12,Grades PreK-2
CA,Technology,high,2010-08-07,629.3,1,Grades 6-8
GA,Technology,high,2010-08-15,510.47,2,Grades 6-8
MD,Technology,high,2010-08-15,510.47,2,Grades 6-8
NJ,Technology,high,2010-08-15,510.47,1,Grades 6-8
NH,Technology,high,2010-08-15,510.47,1,Grades 6-8
NC,Supplies,high,2010-04-19,65.0,1,Grades PreK-2
VA,Technology,high,2010-08-11,508.43,1,Grades PreK-2
TX,Books,high,2010-05-23,226.71,1,Grades 3-5
VA,Technology,high,2010-04-30,506.09,1,Grades 6-8
MD,Technology,high,2010-04-30,506.09,1,Grades 6-8
IL,Supplies,low,2010-08-20,175.57,1,Grades 6-8
WV,Supplies,low,2010-03-27,157.04,1,Grades 3-5
MD,Supplies,low,2010-05-21,216.45,1,Grades PreK-2
CA,Books,high,2010-08-11,327.93,1,Grades PreK-2
CA,Books,high,2010-08-11,327.93,1,Grades PreK-2
TX,Books,high,2010-05-27,179.3,7,Grades 3-5
CA,Other,high,2010-04-26,365.72,1,Grades PreK-2
CO,Books,high,2010-07-20,211.81,7,Grades 6-8
CA,Supplies,high,2010-05-03,328.29,1,Grades PreK-2
NY,Supplies,low,2010-07-16,331.8,2,Grades 3-5
VA,Supplies,high,2010-08-03,605.6,1,Grades 6-8
CA,Other,high,2010-08-15,441.19,1,Grades 6-8
CT,Technology,high,2010-05-23,502.22,1,Grades 3-5
MA,Supplies,high,2010-07-19,90.0,2,Grades 9-12
WA,Technology,high,2010-08-13,301.51,1,Grades 6-8
CA,Technology,high,2010-07-10,206.56,1,Grades PreK-2
CA,Supplies,low,2010-08-02,564.94,1,Grades PreK-2
MI,Supplies,high,2010-03-18,449.6,1,Grades PreK-2
CA,Supplies,high,2010-03-18,449.6,3,Grades PreK-2
MA,Supplies,high,2010-04-26,229.55,1,Grades PreK-2
NC,Supplies,high,2010-04-26,229.55,1,Grades PreK-2
MD,Technology,high,2010-08-14,566.56,4,Grades 9-12
WA,Books,low,2010-08-10,227.2,1,Grades 9-12
MA,Other,low,2010-08-13,172.75,1,Grades 6-8
MD,Books,high,2010-08-09,912.0,1,Grades 6-8
CA,Technology,low,2010-07-29,879.3,2,Grades PreK-2
MI,Books,high,2010-05-25,299.01,1,Grades PreK-2
NY,Supplies,high,2010-08-04,664.71,1,Grades 3-5
NY,Books,high,2010-04-27,361.34,7,Grades 3-5
KY,Other,high,2010-07-23,445.16,1,Grades 6-8
CA,Other,high,2010-07-23,445.16,1,Grades 6-8
PA,Other,high,2010-07-23,445.16,4,Grades 6-8
KY,Technology,high,2010-03-17,55.0,1,Grades 9-12
NY,Books,high,2010-08-08,489.51,1,Grades 6-8
CA,Technology,high,2010-07-23,60.0,2,Grades 6-8
CA,Other,high,2010-08-05,30.0,4,Grades 9-12
CA,Supplies,high,2010-05-23,914.16,3,Grades PreK-2
NJ,Supplies,high,2010-05-23,914.16,1,Grades PreK-2
CA,Supplies,high,2010-05-23,914.16,7,Grades PreK-2
CA,Supplies,high,2010-05-23,914.16,1,Grades PreK-2
CA,Technology,high,2010-04-26,414.0,1,Grades PreK-2
CA,Technology,high,2010-05-03,934.28,1,Grades 3-5
CA,Supplies,high,2010-08-07,1082.68,1,Grades 9-12
NY,Technology,high,2010-04-25,556.09,1,Grades 3-5
CA,Books,high,2010-04-02,311.0,2,Grades 6-8
CA,Other,high,2010-05-21,210.17,1,Grades 3-5
CA,Supplies,high,2010-07-20,410.78,1,Grades PreK-2
CA,Supplies,high,2010-03-23,334.76,1,Grades 3-5
CA,Other,high,2010-07-28,533.64,1,Grades PreK-2
CO,Technology,high,2010-07-06,531.21,12,Grades 6-8
CA,Technology,high,2010-07-06,531.21,1,Grades 6-8
NJ,Technology,high,2010-07-06,531.21,1,Grades 6-8
MN,Supplies,high,2010-07-27,177.28,1,Grades 6-8
MD,Other,high,2010-05-15,5.0,1,Grades 9-12
CA,Books,high,2010-07-26,286.47,1,Grades 3-5
CA,Other,high,2010-03-18,385.57,1,Grades PreK-2
CA,Technology,high,2010-05-09,169.57,1,Grades PreK-2
CA,Supplies,high,2010-07-21,362.26,1,Grades 3-5
NY,Supplies,high,2010-07-27,526.85,1,Grades PreK-2
HI,Technology,low,2010-03-09,50.0,1,Grades 3-5
OH,Books,high,2010-07-24,948.05,1,Grades PreK-2
OR,Books,high,2010-07-24,948.05,1,Grades PreK-2
NY,Books,high,2010-07-24,948.05,6,Grades PreK-2
CA,Books,high,2010-07-25,849.22,2,Grades PreK-2
VA,Supplies,high,2010-06-28,268.12,1,Grades 3-5
CA,Supplies,high,2010-06-28,268.12,1,Grades 3-5
UT,Books,high,2010-05-28,618.82,1,Grades 6-8
TX,Technology,high,2010-07-03,785.74,1,Grades 9-12
NY,Books,high,2010-03-30,355.11,2,Grades PreK-2
CA,Technology,high,2010-07-20,969.78,1,Grades PreK-2
CA,Technology,high,2010-07-20,969.78,1,Grades PreK-2
CA,Supplies,high,2010-06-22,486.05,1,Grades PreK-2
CA,Books,high,2010-06-05,498.67,1,Grades 6-8
NJ,Supplies,high,2010-02-24,941.17,2,Grades 9-12
CA,Supplies,high,2010-06-25,191.82,1,Grades PreK-2
CA,Books,high,2010-05-08,796.46,1,Grades 9-12
CA,Technology,high,2010-03-15,536.49,2,Grades 9-12
CA,Technology,high,2010-03-15,536.49,1,Grades 9-12
CA,Technology,high,2010-03-15,536.49,1,Grades 9-12
VA,Technology,high,2010-03-15,536.49,1,Grades 9-12
CA,Supplies,high,2010-06-06,435.91,2,Grades PreK-2
CA,Technology,high,2010-04-10,35.0,1,Grades 3-5
RI,Technology,high,2010-04-10,35.0,3,Grades 3-5
IL,Supplies,high,2010-07-12,164.88,1,Grades 9-12
VA,Other,high,2010-07-03,330.3,1,Grades 6-8
CA,Other,high,2010-07-03,330.3,1,Grades 6-8
CA,Supplies,high,2010-06-12,590.48,1,Grades 9-12
CA,Supplies,low,2010-07-04,25.0,1,Grades 3-5
NV,Supplies,low,2010-07-04,206.23,1,Grades 3-5
CA,Technology,minimal,2010-02-24,25.0,1,Grades PreK-2
CA,Supplies,high,2010-02-23,704.48,2,Grades 3-5
OH,Supplies,high,2010-07-05,157.78,1,Grades PreK-2
OH,Books,high,2010-06-06,427.83,1,Grades 9-12
CA,Other,high,2010-06-13,439.45,1,Grades PreK-2
CA,Other,high,2010-06-13,439.45,1,Grades PreK-2
OH,Technology,low,2010-03-16,299.2,1,Grades 9-12
CA,Technology,low,2010-03-16,299.2,2,Grades 9-12
CA,Technology,low,2010-07-02,625.82,1,Grades 3-5
CA,Technology,high,2010-06-23,244.93,1,Grades 9-12
IL,Other,low,2010-06-02,320.0,1,Grades PreK-2
CA,Other,high,2010-05-25,460.24,1,Grades 6-8
CA,Other,high,2010-05-25,460.24,1,Grades 6-8
VA,Supplies,high,2010-06-23,665.0,1,Grades PreK-2
LA,Supplies,high,2010-06-23,665.0,1,Grades PreK-2
NY,Supplies,high,2010-06-23,665.0,1,Grades PreK-2
CA,Supplies,high,2010-06-23,665.0,1,Grades PreK-2
LA,Books,high,2010-06-17,528.33,1,Grades 3-5
NY,Supplies,high,2010-05-09,550.99,1,Grades PreK-2
MN,Other,high,2010-06-28,402.86,1,Grades PreK-2
CA,Supplies,high,2010-05-02,513.54,1,Grades PreK-2
MN,Supplies,high,2010-06-28,249.44,1,Grades PreK-2
VA,Supplies,high,2010-05-20,411.99,1,Grades PreK-2
TX,Technology,high,2010-02-20,55.0,1,Grades PreK-2
IL,Supplies,high,2010-05-30,75.0,5,Grades 3-5
VA,Books,high,2010-06-11,728.54,2,Grades PreK-2
CA,Books,high,2010-06-11,728.54,1,Grades PreK-2
CA,Books,high,2010-06-11,728.54,2,Grades PreK-2
CA,Other,low,2010-01-19,268.65,1,Grades PreK-2
NH,Other,low,2010-01-19,268.65,1,Grades PreK-2
CA,Technology,high,2010-03-03,873.44,1,Grades 9-12
NC,Technology,high,2010-03-03,873.44,1,Grades 9-12
UT,Technology,high,2010-03-03,873.44,2,Grades 9-12
LA,Technology,high,2010-03-03,873.44,1,Grades 9-12
MT,Technology,high,2010-03-03,873.44,1,Grades 9-12
WI,Other,low,2010-02-07,50.0,1,Grades 3-5
CA,Supplies,high,2010-04-24,531.84,1,Grades PreK-2
CA,Supplies,high,2010-04-24,531.84,2,Grades PreK-2
CA,Technology,high,2010-06-06,3323.96,1,Grades PreK-2
NJ,Technology,high,2010-06-06,3323.96,1,Grades PreK-2
CA,Technology,high,2010-06-12,397.89,1,Grades 3-5
WA,Books,high,2010-02-20,100.0,1,Grades 3-5
CA,Technology,minimal,2010-02-11,428.58,1,Grades PreK-2
NC,Books,high,2010-02-10,237.13,1,Grades PreK-2
MD,Supplies,high,2010-01-14,171.26,2,Grades PreK-2
CA,Supplies,high,2010-01-14,171.26,4,Grades PreK-2
NY,Supplies,high,2010-02-09,538.3,1,Grades 3-5
NY,Books,high,2010-01-16,485.16,1,Grades 6-8
CA,Supplies,high,2010-04-20,529.89,1,Grades PreK-2
GA,Supplies,high,2010-05-17,257.23,1,Grades PreK-2
CA,Supplies,high,2010-06-08,870.71,1,Grades PreK-2
CA,Supplies,high,2010-06-08,870.71,2,Grades PreK-2
KS,Other,low,2010-04-27,190.54,1,Grades PreK-2
CA,Supplies,high,2010-04-27,567.4,1,Grades PreK-2
NC,Supplies,high,2010-03-04,473.62,1,Grades PreK-2
NC,Supplies,high,2010-03-04,473.62,1,Grades PreK-2
CT,Supplies,high,2010-03-04,473.62,1,Grades PreK-2
CA,Supplies,high,2010-05-20,153.78,1,Grades 3-5
AZ,Supplies,high,2010-05-20,153.78,1,Grades 3-5
NY,Supplies,high,2010-05-31,477.57,1,Grades PreK-2
OH,Supplies,high,2010-05-31,477.57,1,Grades PreK-2
CA,Other,minimal,2010-05-31,573.52,6,Grades 3-5
CA,Books,high,2010-02-16,617.41,1,Grades 3-5
KY,Technology,high,2010-05-20,293.5,6,Grades 6-8
CA,Other,high,2010-04-25,241.2,1,Grades 3-5
CA,Other,high,2010-01-19,140.45,2,Grades PreK-2
NY,Other,high,2010-01-19,140.45,2,Grades PreK-2
CA,Other,high,2010-05-27,20.0,1,Grades PreK-2
CA,Technology,high,2010-03-27,155.0,1,Grades 9-12
AZ,Technology,high,2010-03-27,155.0,1,Grades 9-12
NY,Books,high,2010-04-26,746.04,1,Grades PreK-2
NY,Supplies,low,2010-04-27,373.09,1,Grades PreK-2
CA,Supplies,low,2010-04-27,373.09,1,Grades PreK-2
IN,Supplies,low,2010-05-04,318.46,1,Grades PreK-2
OH,Supplies,low,2010-05-04,318.46,1,Grades PreK-2
PA,Technology,high,2010-04-07,225.0,3,Grades PreK-2
IL,Technology,high,2010-04-07,225.0,1,Grades PreK-2
CA,Books,low,2010-04-01,232.0,1,Grades PreK-2
UT,Books,low,2010-04-01,232.0,1,Grades PreK-2
NY,Supplies,low,2010-05-04,290.72,2,Grades PreK-2
CA,Supplies,low,2010-05-04,290.72,1,Grades PreK-2
CA,Supplies,low,2010-05-04,290.72,1,Grades PreK-2
CA,Supplies,low,2010-05-04,290.72,1,Grades PreK-2
CA,Supplies,low,2010-05-04,290.72,4,Grades PreK-2
IL,Supplies,low,2010-05-04,290.72,1,Grades PreK-2
CA,Supplies,low,2010-05-04,290.72,1,Grades PreK-2
CA,Books,low,2010-05-26,149.27,1,Grades 6-8
CA,Supplies,high,2010-04-26,332.37,1,Grades 9-12
CA,Books,high,2010-05-23,459.8,1,Grades PreK-2
CA,Books,low,2010-03-23,424.72,2,Grades PreK-2
MD,Books,low,2010-03-23,424.72,1,Grades PreK-2
GA,Books,low,2010-03-23,424.72,1,Grades PreK-2
MI,Supplies,high,2010-05-23,337.55,1,Grades PreK-2
WI,Supplies,high,2010-05-02,248.61,1,Grades 9-12
NY,Supplies,high,2010-05-02,248.61,1,Grades 9-12
CA,Technology,low,2010-05-03,273.44,1,Grades PreK-2
WA,Technology,low,2010-05-03,273.44,1,Grades PreK-2
FL,Supplies,low,2010-02-21,1062.47,2,Grades 3-5
CA,Technology,high,2009-12-26,120.0,2,Grades PreK-2
CA,Supplies,high,2010-05-20,445.96,1,Grades PreK-2
WA,Books,minimal,2010-03-09,313.18,1,Grades 3-5
MI,Technology,high,2010-01-29,131.0,1,Grades PreK-2
WA,Technology,high,2010-01-29,131.0,1,Grades PreK-2
CA,Other,high,2010-05-15,535.07,2,Grades PreK-2
CA,Books,high,2010-05-11,707.71,1,Grades PreK-2
CA,Supplies,high,2010-05-16,256.08,2,Grades PreK-2
MI,Technology,high,2010-02-24,312.39,1,Grades PreK-2
CA,Supplies,high,2010-03-15,75.0,3,Grades 3-5
NY,Technology,high,2010-03-02,2403.22,1,Grades 9-12
CA,Technology,high,2010-03-02,2403.22,1,Grades 9-12
FL,Technology,high,2010-04-27,409.34,1,Grades PreK-2
CA,Books,high,2010-05-10,269.35,2,Grades PreK-2
CA,Books,high,2010-05-10,269.35,2,Grades PreK-2
CA,Supplies,high,2010-04-18,243.02,1,Grades PreK-2
IL,Supplies,high,2010-04-07,513.57,1,Grades PreK-2
MD,Other,high,2010-04-25,180.96,1,Grades PreK-2
CA,Supplies,high,2010-04-06,285.18,1,Grades PreK-2
CA,Technology,high,2010-05-03,542.47,2,Grades PreK-2
IL,Technology,high,2010-03-01,454.35,1,Grades 6-8
CA,Other,high,2010-05-03,10.0,4,Grades PreK-2
NY,Other,high,2010-04-07,500.74,1,Grades PreK-2
GA,Supplies,low,2010-05-04,778.37,1,Grades 3-5
MD,Books,high,2010-05-03,564.52,1,Grades 6-8
TX,Technology,high,2010-01-20,370.6,1,Grades 9-12
AZ,Technology,high,2010-03-09,694.07,3,Grades PreK-2
GA,Supplies,high,2010-04-06,995.31,1,Grades PreK-2
CA,Supplies,high,2010-04-06,995.31,1,Grades PreK-2
VA,Technology,high,2010-04-11,448.46,1,Grades 3-5
CO,Technology,high,2010-04-11,448.46,1,Grades 3-5
MD,Books,high,2010-04-15,311.39,2,Grades 9-12
CO,Supplies,high,2010-04-26,191.68,1,Grades PreK-2
CA,Supplies,high,2010-04-27,240.77,1,Grades PreK-2
CA,Books,low,2010-02-02,90.0,2,Grades PreK-2
CA,Technology,high,2010-04-07,625.0,1,Grades 3-5
OH,Books,high,2010-04-25,488.5,18,Grades PreK-2
CA,Technology,high,2010-03-20,1533.56,1,Grades 9-12
NH,Technology,high,2010-03-20,1533.56,1,Grades 9-12
NY,Technology,high,2010-03-20,1533.56,2,Grades 9-12
NY,Technology,high,2010-03-20,1533.56,1,Grades 9-12
IL,Technology,high,2010-03-20,1533.56,1,Grades 9-12
NY,Technology,high,2010-03-20,1533.56,1,Grades 9-12
MO,Technology,high,2010-03-20,1533.56,1,Grades 9-12
CO,Technology,high,2010-03-20,1533.56,1,Grades 9-12
CA,Technology,high,2010-03-20,1533.56,1,Grades 9-12
MO,Technology,high,2010-03-20,1533.56,1,Grades 9-12
IL,Books,high,2010-01-11,504.17,1,Grades 3-5
MI,Books,high,2010-01-05,210.0,1,Grades PreK-2
AZ,Supplies,high,2009-12-15,199.49,1,Grades 3-5
AZ,Technology,high,2010-04-02,160.0,1,Grades 9-12
TX,Technology,high,2010-04-11,1029.49,1,Grades 3-5
TN,Supplies,high,2010-03-09,296.24,1,Grades PreK-2
AZ,Supplies,high,2010-03-09,296.24,1,Grades PreK-2
MT,Books,high,2010-02-05,467.45,1,Grades 3-5
NV,Books,high,2010-04-12,471.67,1,Grades PreK-2
IL,Technology,high,2010-01-15,721.51,1,Grades 3-5
MI,Technology,high,2010-01-15,721.51,1,Grades 3-5
CT,Technology,high,2010-01-15,721.51,1,Grades 3-5
CO,Technology,high,2010-01-15,721.51,1,Grades 3-5
TX,Technology,high,2010-01-15,721.51,62,Grades 3-5
IL,Supplies,low,2010-04-22,177.63,1,Grades PreK-2
MN,Supplies,low,2010-04-22,177.63,1,Grades PreK-2
NY,Supplies,high,2010-02-17,166.88,1,Grades PreK-2
TX,Technology,high,2010-03-10,733.18,1,Grades 9-12
NY,Technology,low,2010-01-20,260.96,1,Grades 3-5
VA,Supplies,low,2010-04-16,240.61,1,Grades PreK-2
VA,Supplies,low,2010-04-16,240.61,1,Grades PreK-2
CA,Supplies,low,2010-04-10,512.49,1,Grades 3-5
CA,Technology,high,2010-04-08,724.01,2,Grades PreK-2
TX,Technology,low,2010-04-21,271.84,1,Grades PreK-2
CA,Other,high,2010-03-26,348.1,2,Grades PreK-2
IL,Technology,high,2010-03-04,1052.13,1,Grades 9-12
IL,Technology,high,2010-03-04,1052.13,1,Grades 9-12
NC,Supplies,high,2010-04-19,219.33,1,Grades 6-8
CA,Other,high,2010-04-19,774.6,1,Grades 6-8
VA,Other,high,2010-04-19,774.6,1,Grades 6-8
WA,Other,high,2010-04-19,774.6,1,Grades 6-8
NY,Books,high,2010-02-27,393.87,1,Grades 3-5
CA,Books,high,2009-12-23,400.89,1,Grades PreK-2
CA,Technology,low,2010-03-31,905.97,1,Grades 3-5
NY,Supplies,high,2010-03-19,573.48,8,Grades 3-5
CA,Technology,high,2010-03-12,989.93,1,Grades 3-5
WA,Technology,high,2010-03-12,989.93,1,Grades 3-5
WA,Technology,high,2010-03-12,989.93,1,Grades 3-5
WA,Technology,high,2010-03-12,989.93,1,Grades 3-5
IL,Technology,high,2010-01-16,401.71,1,Grades 3-5
OH,Technology,high,2010-01-16,401.71,1,Grades 3-5
IL,Supplies,high,2010-04-17,251.83,1,Grades 3-5
CA,Supplies,high,2010-04-17,280.79,7,Grades PreK-2
OR,Supplies,high,2010-04-19,513.87,1,Grades 9-12
NY,Supplies,high,2010-04-09,395.12,1,Grades 3-5
AZ,Other,high,2010-03-14,286.35,1,Grades PreK-2
GA,Supplies,high,2010-02-09,227.72,1,Grades PreK-2
CA,Other,high,2010-04-13,381.07,1,Grades PreK-2
AZ,Other,high,2010-04-13,381.07,1,Grades PreK-2
CA,Technology,high,2010-04-06,258.35,1,Grades 9-12
LA,Technology,high,2010-04-06,258.35,1,Grades 9-12
AZ,Other,low,2010-03-14,225.76,1,Grades PreK-2
AZ,Other,low,2010-03-14,225.76,1,Grades PreK-2
TX,Supplies,high,2010-04-18,522.07,1,Grades 9-12
OH,Supplies,high,2010-04-18,375.4,1,Grades PreK-2
AZ,Technology,low,2009-12-28,521.19,1,Grades 9-12
FL,Other,high,2010-01-19,5622.83,1,Grades 9-12
WA,Other,high,2010-01-19,5622.83,1,Grades 9-12
WA,Other,high,2010-01-19,5622.83,1,Grades 9-12
AZ,Technology,high,2009-12-07,729.71,1,Grades 6-8
AZ,Technology,high,2009-12-07,729.71,1,Grades 6-8
GA,Technology,high,2009-12-07,729.71,1,Grades 6-8
UT,Technology,high,2009-12-07,729.71,1,Grades 6-8
MD,Technology,high,2009-12-07,729.71,1,Grades 6-8
AZ,Supplies,high,2010-04-02,257.29,1,Grades PreK-2
AZ,Books,high,2010-04-16,650.59,1,Grades PreK-2
AZ,Supplies,high,2010-04-13,658.11,2,Grades PreK-2
OR,Supplies,high,2010-04-13,658.11,1,Grades PreK-2
NY,Supplies,high,2010-04-13,658.11,1,Grades PreK-2
PA,Supplies,high,2009-11-18,358.23,1,Grades 6-8
IN,Other,high,2010-01-19,707.94,2,Grades PreK-2
CA,Supplies,high,2010-02-25,1022.71,1,Grades PreK-2
PA,Technology,high,2010-03-17,473.21,1,Grades 9-12
NY,Supplies,low,2010-04-02,268.26,574,Grades PreK-2
NY,Supplies,low,2010-04-02,268.26,2,Grades PreK-2
GA,Supplies,low,2010-04-02,268.26,1,Grades PreK-2
CA,Supplies,high,2010-04-12,541.27,2,Grades 6-8
WA,Supplies,high,2010-04-12,541.27,1,Grades 6-8
NV,Technology,high,2010-01-22,868.32,1,Grades 9-12
NY,Books,high,2009-12-18,215.0,1,Grades 3-5
CT,Supplies,high,2010-01-31,317.26,3,Grades 9-12
IN,Supplies,minimal,2010-02-03,85.0,1,Grades 9-12
NY,Supplies,high,2010-02-25,164.63,1,Grades PreK-2
UT,Books,high,2010-01-27,244.4,2,Grades PreK-2
NC,Supplies,high,2010-03-07,455.29,1,Grades PreK-2
AZ,Supplies,low,2010-03-20,60.0,1,Grades PreK-2
NC,Supplies,high,2010-03-25,147.02,1,Grades 6-8
CT,Other,high,2010-01-12,234.14,1,Grades PreK-2
