school_state,resource_type,poverty_level,date_posted,total_donations,num_projects,grade_level
MI,Other,high,2010-02-09,50.0,1,Grades PreK-2
CA,Supplies,high,2010-02-08,376.21,1,Grades PreK-2
MD,Supplies,high,2010-03-11,368.99,1,Grades 9-12
MI,Technology,high,2009-11-08,120.0,2,Grades 6-8
TX,Technology,high,2010-02-12,550.96,1,Grades 3-5
WA,Technology,high,2009-11-08,522.6,1,Grades PreK-2
CA,Supplies,high,2009-11-29,741.43,4,Grades 3-5
IL,Supplies,high,2010-03-21,421.7,1,Grades 3-5
IL,Technology,high,2010-01-05,850.36,1,Grades 9-12
IL,Books,high,2010-04-01,740.41,1,Grades 6-8
IL,Books,high,2010-03-05,314.57,1,Grades PreK-2
WA,Technology,high,2010-01-04,10.0,1,Grades 3-5
WA,Books,low,2010-01-08,346.52,1,Grades 9-12
WA,Supplies,high,2009-11-22,441.73,1,Grades PreK-2
WA,Technology,high,2010-02-23,205.78,1,Grades 9-12
AZ,Supplies,high,2010-02-15,486.6,1,Grades 3-5
IL,Supplies,high,2010-02-15,486.6,10,Grades 3-5
WA,Supplies,high,2009-11-07,602.34,1,Grades PreK-2
WA,Technology,minimal,2010-03-17,901.45,1,Grades PreK-2
WA,Books,high,2009-10-28,498.7,1,Grades PreK-2
NY,Other,low,2010-03-29,533.7,1,Grades PreK-2
CA,Supplies,high,2010-02-01,504.24,1,Grades PreK-2
PA,Books,high,2010-01-31,463.85,1,Grades PreK-2
AZ,Technology,high,2009-10-28,922.66,1,Grades 6-8
WA,Technology,high,2010-03-26,831.43,1,Grades PreK-2
WA,Books,high,2010-02-17,253.54,1,Grades PreK-2
IL,Supplies,high,2010-03-22,243.45,2,Grades PreK-2
KY,Supplies,low,2010-03-26,175.63,1,Grades 3-5
WA,Supplies,high,2010-03-22,989.65,1,Grades PreK-2
WA,Supplies,high,2010-03-22,245.98,1,Grades 3-5
FL,Technology,high,2010-01-07,175.0,1,Grades 9-12
WA,Supplies,minimal,2010-02-03,517.16,1,Grades 6-8
WA,Supplies,high,2010-02-09,479.93,1,Grades 9-12
AZ,Supplies,high,2010-03-10,361.45,1,Grades 3-5
WA,Supplies,high,2009-10-20,532.3,1,Grades 3-5
MN,Supplies,high,2009-12-23,493.71,1,Grades 6-8
AZ,Books,high,2010-03-16,322.9,1,Grades 9-12
MN,Supplies,high,2010-03-04,366.18,1,Grades 6-8
MN,Technology,high,2009-12-18,332.41,1,Grades 3-5
MD,Supplies,low,2009-12-28,463.25,1,Grades 3-5
WA,Technology,high,2010-01-28,339.05,1,Grades 9-12
WA,Books,high,2010-02-22,881.89,1,Grades 3-5
WA,Technology,high,2010-01-21,770.0,1,Grades 9-12
CA,Supplies,high,2010-01-25,196.34,1,Grades 3-5
AZ,Supplies,low,2009-12-10,345.0,1,Grades 3-5
TN,Supplies,low,2009-12-10,345.0,1,Grades 3-5
CA,Books,high,2010-03-07,332.71,1,Grades PreK-2
WA,Supplies,low,2010-03-17,663.07,1,Grades 6-8
AZ,Other,high,2009-11-01,1210.68,1,Grades 9-12
GA,Books,high,2010-03-05,513.32,1,Grades 9-12
FL,Supplies,low,2010-01-20,296.61,1,Grades 3-5
AZ,Technology,high,2010-03-16,1061.88,1,Grades PreK-2
AZ,Technology,high,2010-03-14,750.9,1,Grades 9-12
IN,Technology,high,2010-01-08,850.52,1,Grades 9-12
AZ,Books,high,2010-02-21,257.36,1,Grades 3-5
WA,Books,high,2010-03-16,296.07,1,Grades 6-8
NV,Technology,high,2010-03-05,791.42,6,Grades 6-8
KS,Technology,minimal,2009-12-01,643.16,1,Grades 3-5
WA,Books,low,2010-01-31,351.85,1,Grades 9-12
AZ,Books,high,2010-03-15,334.42,1,Grades 6-8
WA,Books,high,2010-02-20,358.84,1,Grades 9-12
AZ,Books,high,2009-11-15,976.4,2,Grades 3-5
WA,Supplies,low,2010-01-29,241.51,1,Grades 3-5
WA,Books,low,2010-03-05,30.0,1,Grades PreK-2
CA,Other,high,2010-02-08,648.71,15,Grades PreK-2
NY,Technology,high,2009-12-03,520.74,2,Grades 9-12
SC,Other,high,2010-03-09,364.58,1,Grades PreK-2
WA,Supplies,high,2010-01-09,270.17,1,Grades PreK-2
WA,Supplies,low,2010-02-16,557.08,1,Grades PreK-2
NY,Supplies,low,2010-02-16,557.08,1,Grades PreK-2
WA,Books,high,2010-03-08,173.72,1,Grades 3-5
WA,Books,high,2010-02-18,403.43,1,Grades PreK-2
WA,Supplies,high,2010-03-04,215.26,1,Grades 6-8
WA,Supplies,high,2010-03-04,215.26,1,Grades 6-8
CA,Supplies,high,2010-02-23,348.98,2,Grades PreK-2
WA,Books,low,2010-02-28,266.29,1,Grades PreK-2
WA,Supplies,high,2010-01-05,553.41,1,Grades 3-5
WA,Books,high,2009-10-11,290.0,1,Grades 3-5
WA,Technology,high,2010-01-31,879.87,1,Grades 9-12
TX,Technology,high,2010-01-31,879.87,1,Grades 9-12
WA,Supplies,high,2010-03-05,319.0,1,Grades PreK-2
WA,Other,high,2010-01-27,300.27,1,Grades PreK-2
WA,Supplies,high,2010-02-24,153.99,1,Grades 6-8
TX,Technology,high,2010-03-02,172.26,92,Grades 9-12
WA,Technology,high,2010-03-05,432.44,1,Grades PreK-2
CA,Other,high,2010-01-16,342.6,1,Grades PreK-2
WA,Technology,minimal,2009-11-28,669.64,1,Grades 3-5
WA,Supplies,high,2010-02-07,284.99,1,Grades 6-8
IL,Technology,high,2010-03-04,1098.74,2,Grades 9-12
WA,Technology,low,2010-03-02,381.96,1,Grades PreK-2
WA,Technology,low,2010-02-15,499.25,1,Grades PreK-2
WA,Books,high,2009-12-23,272.46,1,Grades PreK-2
IN,Supplies,high,2009-10-16,535.44,1,Grades 9-12
WA,Books,low,2010-02-17,434.79,1,Grades PreK-2
NC,Books,high,2010-03-01,616.18,1,Grades 3-5
CA,Supplies,high,2010-03-01,274.19,1,Grades PreK-2
WA,Books,high,2009-12-23,935.29,1,Grades 9-12
CA,Technology,high,2010-02-28,666.31,1,Grades PreK-2
NV,Technology,high,2009-09-27,920.3,4,Grades 3-5
NJ,Technology,high,2009-09-29,857.88,1,Grades 3-5
OK,Technology,low,2009-10-06,293.89,1,Grades PreK-2
CO,Books,high,2010-02-05,584.59,1,Grades 6-8
NC,Technology,high,2009-09-23,760.55,1,Grades 9-12
WA,Books,minimal,2010-02-22,1036.24,3,Grades PreK-2
WA,Technology,high,2010-02-21,282.91,1,Grades 9-12
WA,Supplies,high,2009-10-19,892.61,1,Grades 6-8
WA,Supplies,high,2009-10-19,892.61,1,Grades 6-8
WA,Technology,high,2009-10-04,196.0,2,Grades PreK-2
WA,Books,high,2010-01-27,745.28,1,Grades 9-12
WA,Supplies,high,2009-12-19,369.93,1,Grades PreK-2
CA,Books,high,2010-01-24,218.16,3186,Grades 3-5
KY,Supplies,low,2009-11-14,300.2,2,Grades 6-8
WA,Technology,high,2009-12-06,915.34,1,Grades 3-5
WA,Books,high,2010-01-07,349.94,1,Grades 9-12
WA,Supplies,high,2010-02-15,308.13,1,Grades PreK-2
WA,Books,high,2009-09-20,295.7,2,Grades 9-12
CA,Technology,high,2009-10-22,1162.26,1,Grades 9-12
CA,Technology,high,2010-01-26,445.0,1,Grades 9-12
NJ,Supplies,low,2010-01-27,1224.63,235,Grades 6-8
ME,Supplies,high,2010-01-26,309.41,3,Grades 9-12
NY,Technology,low,2009-11-26,1142.85,2,Grades 6-8
TX,Technology,low,2009-11-26,1142.85,1,Grades 6-8
NJ,Technology,low,2009-11-26,1142.85,2,Grades 6-8
MA,Supplies,low,2010-02-01,149.83,3,Grades 3-5
WA,Technology,high,2010-02-04,706.86,1,Grades 3-5
WA,Technology,high,2009-09-21,500.46,3,Grades 6-8
CA,Books,low,2009-11-18,508.97,1,Grades 3-5
WA,Books,high,2009-10-28,785.74,1,Grades 9-12
WA,Books,high,2009-12-18,559.77,1,Grades 9-12
WA,Other,high,2009-11-12,540.54,2,Grades PreK-2
WA,Supplies,high,2010-02-11,146.81,1,Grades PreK-2
WA,Other,high,2009-09-29,382.45,1,Grades 3-5
WA,Supplies,high,2010-01-31,342.39,1,Grades 9-12
TX,Technology,high,2010-02-10,376.76,1,Grades 6-8
WA,Technology,high,2010-01-08,541.24,1,Grades 3-5
NJ,Other,high,2010-02-04,317.97,2,Grades 9-12
NY,Technology,high,2010-01-22,1425.34,1,Grades 9-12
NY,Books,high,2010-02-04,296.29,1,Grades 9-12
TN,Supplies,high,2010-01-11,168.35,1,Grades PreK-2
WA,Technology,high,2009-10-05,115.0,1,Grades PreK-2
WA,Technology,high,2009-11-25,1157.31,1,Grades 9-12
WA,Books,high,2010-01-14,162.15,1,Grades PreK-2
WA,Technology,high,2010-02-01,706.39,1,Grades 9-12
WA,Supplies,high,2010-01-20,880.29,1,Grades 9-12
NC,Technology,high,2010-01-29,392.59,2,Grades PreK-2
WA,Technology,high,2010-01-21,162.47,1,Grades PreK-2
WA,Technology,high,2010-01-27,903.83,1,Grades PreK-2
WA,Technology,high,2010-01-26,870.72,1,Grades 9-12
IL,Supplies,high,2010-01-08,208.19,1,Grades 3-5
WA,Supplies,high,2010-01-08,208.19,1,Grades 3-5
WA,Books,high,2010-01-16,539.92,1,Grades 3-5
IL,Technology,high,2010-01-19,239.82,5,Grades PreK-2
WA,Supplies,low,2010-01-18,369.46,1,Grades PreK-2
MI,Books,high,2010-01-27,354.85,2,Grades 3-5
WA,Books,high,2009-10-06,202.44,3,Grades PreK-2
KY,Supplies,low,2009-09-27,539.62,1,Grades 3-5
NC,Books,high,2009-12-18,649.99,1,Grades 3-5
WA,Books,high,2009-12-18,649.99,1,Grades 3-5
WA,Technology,high,2009-11-20,1053.37,1,Grades 6-8
WA,Technology,high,2009-12-20,5.0,1,Grades 9-12
WA,Books,high,2010-01-22,216.51,1,Grades 9-12
WI,Supplies,low,2010-01-05,1160.75,1,Grades 9-12
PA,Technology,high,2009-08-18,434.35,1,Grades 6-8
WA,Technology,high,2009-12-06,569.01,1,Grades PreK-2
WA,Supplies,low,2010-01-08,552.88,1,Grades 9-12
CT,Other,high,2010-01-08,584.71,3,Grades 3-5
CA,Books,high,2009-08-15,768.71,1,Grades 3-5
AZ,Books,high,2009-08-15,768.71,1,Grades 3-5
WA,Technology,high,2009-09-21,874.65,1,Grades 9-12
ND,Books,high,2009-12-31,1052.23,2,Grades 9-12
MI,Books,high,2009-09-08,50.0,3,Grades 6-8
WA,Supplies,high,2009-09-09,569.22,1,Grades PreK-2
WA,Books,low,2010-01-03,259.71,1,Grades 6-8
WA,Technology,low,2009-09-24,538.48,1,Grades 3-5
WA,Technology,high,2009-10-13,50.0,1,Grades 9-12
WA,Supplies,high,2009-10-11,255.71,1,Grades PreK-2
WA,Supplies,high,2009-11-13,573.85,1,Grades 6-8
CA,Books,high,2009-10-14,488.88,1,Grades 3-5
WA,Books,high,2009-09-28,505.2,1,Grades PreK-2
WA,Books,high,2009-09-30,50.0,1,Grades 6-8
WA,Technology,high,2009-10-25,236.09,1,Grades 3-5
WA,Supplies,high,2009-09-10,224.67,1,Grades PreK-2
WA,Technology,high,2010-01-05,8164.08,4,Grades 9-12
WA,Technology,high,2009-12-16,3409.0,1,Grades 9-12
OR,Technology,high,2009-09-19,439.29,1,Grades PreK-2
WA,Supplies,low,2009-10-29,527.13,2,Grades PreK-2
WA,Supplies,high,2009-12-18,1045.17,1,Grades PreK-2
WA,Supplies,high,2009-08-20,345.22,1,Grades 3-5
WA,Books,high,2009-12-17,645.59,1,Grades 3-5
WA,Books,high,2009-12-17,645.59,1,Grades 3-5
WA,Technology,high,2009-12-26,543.13,1,Grades 9-12
WA,Supplies,high,2009-11-08,25.0,1,Grades 9-12
WA,Supplies,high,2009-11-12,439.29,2,Grades 6-8
WA,Supplies,high,2009-11-12,439.29,1,Grades 6-8
WA,Books,high,2009-12-09,994.97,3,Grades 9-12
WA,Supplies,high,2010-01-07,118.95,1,Grades 3-5
WA,Supplies,high,2009-12-10,381.34,1,Grades PreK-2
WA,Books,high,2009-12-09,377.9,1,Grades 9-12
WA,Books,high,2009-12-09,377.9,1,Grades 9-12
UT,Books,high,2009-12-09,377.9,1,Grades 9-12
WA,Supplies,high,2009-12-18,271.83,1,Grades 3-5
GA,Technology,low,2009-08-26,100.0,1,Grades 6-8
WA,Books,high,2009-10-13,545.29,2,Grades 3-5
CA,Technology,high,2009-09-27,785.66,2,Grades 3-5
WA,Books,high,2009-12-20,422.16,12,Grades 9-12
WA,Other,high,2009-10-18,537.15,1,Grades PreK-2
WA,Technology,high,2010-01-05,374.41,1,Grades PreK-2
CA,Technology,high,2009-12-22,878.34,1,Grades 9-12
WA,Technology,high,2009-10-11,330.0,4,Grades 9-12
MA,Supplies,high,2009-09-19,157.88,1,Grades PreK-2
NY,Supplies,high,2009-12-15,529.55,1,Grades 3-5
WA,Technology,high,2009-08-22,25.0,1,Grades 3-5
FL,Supplies,high,2009-10-16,529.52,1,Grades PreK-2
CA,Supplies,high,2009-11-01,724.71,1,Grades 6-8
WA,Technology,high,2009-10-13,2809.2,1,Grades 9-12
CA,Books,high,2009-09-07,564.26,1,Grades 6-8
MD,Supplies,high,2009-10-19,333.57,1,Grades 9-12
NC,Technology,high,2009-10-28,906.01,1,Grades 9-12
CA,Technology,high,2009-12-04,2186.54,110,Grades 9-12
WA,Technology,high,2009-09-02,1081.93,1,Grades 9-12
DE,Technology,high,2009-12-26,2208.33,1,Grades 9-12
KY,Technology,high,2009-10-30,633.75,1,Grades 3-5
CA,Books,high,2009-12-23,1022.99,1,Grades 6-8
NH,Technology,high,2009-12-18,146.94,1,Grades 3-5
MT,Books,high,2009-11-29,277.31,8,Grades 3-5
MA,Supplies,high,2009-12-18,668.57,1,Grades 3-5
MA,Supplies,low,2009-11-20,498.98,1,Grades PreK-2
TX,Technology,high,2009-08-22,1234.74,1,Grades 9-12
NY,Supplies,high,2009-10-22,282.46,2,Grades 3-5
TX,Technology,high,2009-09-08,537.74,1,Grades 6-8
CA,Supplies,high,2009-10-06,595.56,1,Grades 3-5
CO,Supplies,high,2009-12-06,279.4,1,Grades 9-12
NJ,Supplies,high,2009-08-30,332.51,1,Grades 3-5
SD,Books,high,2009-09-30,499.0,1,Grades 9-12
IN,Technology,high,2009-12-20,519.55,2,Grades 3-5
IL,Supplies,high,2009-10-19,294.97,1,Grades PreK-2
MO,Supplies,high,2009-08-14,390.0,1,Grades 3-5
NY,Supplies,high,2009-08-14,390.0,17,Grades 3-5
CA,Technology,high,2009-11-22,1014.54,1,Grades 3-5
IL,Books,high,2009-11-02,822.34,1,Grades 9-12
MI,Supplies,high,2009-09-10,540.66,1,Grades 3-5
WA,Technology,unknown,2009-08-29,446.08,13,Grades 9-12
OK,Supplies,high,2009-09-28,221.51,1,Grades PreK-2
NY,Technology,high,2009-12-16,486.79,1,Grades 6-8
NY,Supplies,high,2009-12-14,485.28,1,Grades PreK-2
MA,Supplies,high,2009-12-14,485.28,1,Grades PreK-2
NJ,Books,high,2009-11-22,532.89,1215,Grades 3-5
MA,Technology,low,2009-12-15,758.82,1,Grades 3-5
NJ,Books,high,2009-11-13,529.22,4,Grades 3-5
IL,Other,high,2009-08-20,304.53,2,Grades PreK-2
CA,Supplies,high,2009-12-01,494.1,1,Grades 6-8
CA,Technology,high,2009-08-20,924.69,1,Grades 9-12
NH,Supplies,high,2009-09-22,1061.05,1,Grades 3-5
WA,Supplies,high,2009-09-22,1061.05,1,Grades 3-5
IL,Books,high,2009-11-03,624.31,2,Grades 9-12
WI,Supplies,low,2009-08-16,440.55,1,Grades 6-8
MD,Books,high,2009-12-01,301.27,1,Grades 6-8
SC,Books,high,2009-07-14,149.04,1,Grades 3-5
NY,Supplies,high,2009-09-12,554.82,16,Grades 9-12
KS,Technology,high,2009-11-24,1014.54,1,Grades PreK-2
FL,Technology,high,2009-11-24,1014.54,1,Grades PreK-2
OH,Technology,high,2009-11-24,1014.54,1,Grades PreK-2
TX,Books,high,2009-08-21,284.81,1,Grades 9-12
IL,Technology,high,2009-09-15,325.72,1,Grades PreK-2
FL,Supplies,high,2009-09-27,210.0,1,Grades 9-12
WI,Technology,high,2009-12-09,1169.51,1,Grades 9-12
TX,Supplies,high,2009-08-31,158.65,1,Grades PreK-2
NH,Books,high,2009-09-08,287.76,3,Grades PreK-2
CA,Technology,high,2009-11-23,697.21,22,Grades 3-5
CA,Technology,high,2009-08-16,417.54,2,Grades 3-5
CA,Books,high,2009-11-16,427.51,1,Grades 9-12
NH,Supplies,minimal,2009-12-12,154.85,1,Grades 6-8
NY,Supplies,high,2009-11-28,965.71,1,Grades PreK-2
OK,Books,high,2009-11-08,1094.98,1,Grades 9-12
SC,Supplies,high,2009-12-11,275.91,3,Grades 3-5
CA,Books,high,2009-12-10,151.79,1,Grades 9-12
OK,Technology,high,2009-08-27,1062.28,1,Grades 3-5
WI,Technology,high,2009-08-09,163.5,6,Grades PreK-2
NY,Books,high,2009-09-30,418.11,19,Grades 3-5
MD,Other,low,2009-08-18,342.37,10,Grades PreK-2
VA,Books,high,2009-11-24,218.33,1,Grades PreK-2
MI,Books,low,2009-08-15,115.0,1,Grades 3-5
NY,Supplies,high,2009-11-22,145.58,1,Grades 3-5
NJ,Supplies,high,2009-11-08,154.53,1,Grades PreK-2
MI,Other,high,2009-09-21,70.0,7,Grades PreK-2
NC,Technology,high,2009-08-15,980.11,9,Grades 6-8
MD,Supplies,high,2009-09-17,512.6,1,Grades PreK-2
PA,Technology,high,2009-09-07,684.03,1,Grades 6-8
CA,Technology,high,2009-10-02,6537.71,1,Grades 9-12
CO,Technology,high,2009-10-02,6537.71,4,Grades 9-12
MN,Technology,low,2009-08-15,1450.43,1,Grades 3-5
RI,Technology,high,2009-08-20,742.2,1,Grades PreK-2
TX,Books,high,2009-09-08,3055.78,4,Grades 6-8
TX,Books,high,2009-10-14,1011.18,1,Grades 6-8
CO,Technology,high,2009-09-28,781.21,1,Grades PreK-2
OH,Technology,high,2009-09-28,781.21,1,Grades PreK-2
TN,Technology,high,2009-10-02,546.16,1,Grades PreK-2
AZ,Technology,high,2009-11-08,1089.18,1,Grades 6-8
KS,Supplies,high,2009-11-20,662.71,1,Grades 6-8
TX,Technology,high,2009-10-11,416.6,1,Grades 6-8
NY,Books,high,2009-11-19,277.93,1,Grades 6-8
MN,Supplies,high,2009-09-16,399.5,1,Grades PreK-2
FL,Supplies,high,2009-11-08,232.16,1,Grades 3-5
NY,Books,high,2009-11-02,241.11,1,Grades 6-8
MA,Books,high,2009-08-30,329.68,1,Grades PreK-2
TX,Books,low,2009-09-28,467.28,3,Grades PreK-2
CA,Technology,high,2009-09-09,265.6,5,Grades PreK-2
MA,Trips,high,2009-11-16,1397.32,1,Grades 9-12
NV,Books,high,2009-09-11,366.18,1,Grades 9-12
TX,Technology,high,2009-10-01,161.9,4,Grades PreK-2
KY,Supplies,high,2009-10-08,269.65,1,Grades 9-12
FL,Other,high,2009-07-27,553.48,1,Grades PreK-2
NY,Supplies,high,2009-09-24,529.83,4,Grades 6-8
IL,Books,high,2009-08-09,554.54,2,Grades 6-8
CA,Books,low,2009-10-06,148.71,4,Grades 6-8
CA,Supplies,high,2009-11-01,550.12,10,Grades PreK-2
IL,Technology,high,2009-10-28,1728.29,1,Grades PreK-2
PA,Technology,high,2009-10-28,1728.29,1,Grades PreK-2
IN,Technology,low,2009-09-28,30.0,1,Grades PreK-2
CA,Technology,high,2009-08-27,211.65,2,Grades 3-5
MI,Technology,high,2009-07-08,1031.71,2,Grades PreK-2
WA,Technology,high,2009-07-08,1031.71,8,Grades PreK-2
CA,Supplies,high,2009-10-28,581.18,2,Grades PreK-2
HI,Supplies,low,2009-09-30,311.09,1,Grades 3-5
TN,Supplies,high,2009-09-07,163.54,1,Grades 9-12
NJ,Supplies,high,2009-11-07,167.92,1,Grades PreK-2
WV,Supplies,low,2009-11-13,900.71,2,Grades 9-12
NY,Books,high,2009-10-18,422.43,2,Grades PreK-2
CA,Technology,high,2009-09-04,1257.0,2,Grades 9-12
AZ,Supplies,high,2009-09-17,466.16,1,Grades 6-8
IA,Books,high,2009-10-18,758.69,1,Grades PreK-2
NY,Books,low,2009-10-18,187.02,1,Grades 6-8
AL,Books,low,2009-09-29,547.27,1,Grades 6-8
NY,Books,low,2009-09-29,547.27,19,Grades 6-8
PA,Supplies,high,2009-07-16,282.18,1,Grades 3-5
OH,Technology,high,2009-08-09,859.05,1,Grades 3-5
NY,Other,high,2009-09-21,262.4,2,Grades PreK-2
MA,Supplies,high,2009-10-06,618.0,1,Grades PreK-2
VA,Supplies,high,2009-10-06,618.0,1,Grades PreK-2
NJ,Technology,high,2009-10-11,1101.49,2,Grades 9-12
NC,Other,high,2009-07-21,25.0,2,Grades 3-5
IL,Supplies,low,2009-09-23,713.04,1,Grades 6-8
TX,Technology,high,2009-09-11,673.16,5,Grades 6-8
TN,Technology,high,2009-10-27,517.37,1,Grades 3-5
IL,Technology,high,2009-07-08,1315.85,1,Grades 6-8
IL,Other,high,2009-08-26,615.33,1,Grades PreK-2
SD,Other,high,2009-08-26,615.33,1,Grades PreK-2
FL,Technology,high,2009-08-23,582.02,6,Grades 3-5
MO,Other,low,2009-08-16,263.58,1,Grades PreK-2
MD,Technology,low,2009-08-20,524.59,7,Grades 9-12
MA,Supplies,high,2009-10-07,575.53,1,Grades 9-12
MO,Supplies,high,2009-10-07,575.53,2,Grades 9-12
IL,Books,low,2009-08-19,501.44,1,Grades 9-12
IL,Books,high,2009-09-19,679.26,4,Grades 9-12
NV,Books,high,2009-09-15,441.55,3,Grades 3-5
TX,Technology,high,2009-08-04,580.51,2,Grades 3-5
NV,Supplies,high,2009-07-23,315.2,1,Grades 3-5
MO,Supplies,low,2009-09-08,215.0,2,Grades 3-5
AZ,Technology,high,2009-10-11,402.57,1,Grades 9-12
OH,Technology,high,2009-06-17,181.71,1,Grades 6-8
AZ,Books,high,2009-10-05,570.9,1,Grades 9-12
MD,Books,high,2009-10-05,570.9,71,Grades 9-12
AZ,Books,high,2009-10-05,570.9,1,Grades 9-12
TX,Books,high,2009-10-05,570.9,1,Grades 9-12
MI,Technology,low,2009-07-14,157.56,1,Grades 6-8
UT,Supplies,low,2009-10-11,362.78,1,Grades 9-12
OH,Books,high,2009-08-29,250.29,1,Grades 3-5
OH,Books,high,2009-08-29,250.29,1,Grades 3-5
OH,Supplies,high,2009-08-30,527.15,1,Grades 9-12
OK,Supplies,high,2009-08-30,527.15,8,Grades 9-12
VA,Supplies,high,2009-08-30,527.15,2,Grades 9-12
AZ,Technology,high,2009-10-09,500.46,5,Grades PreK-2
OH,Supplies,high,2009-10-15,1128.15,1,Grades 9-12
UT,Books,high,2009-10-18,1099.03,1,Grades 9-12
IL,Technology,high,2009-08-25,546.46,1,Grades 9-12
PA,Technology,low,2009-10-07,530.93,1,Grades 6-8
TX,Technology,high,2009-09-29,236.0,4,Grades 3-5
IL,Other,low,2009-08-16,334.23,1,Grades PreK-2
NY,Supplies,high,2009-10-03,467.57,1,Grades PreK-2
CA,Books,high,2009-08-28,367.05,1,Grades 6-8
VA,Supplies,high,2009-10-09,449.55,1,Grades 3-5
MO,Supplies,high,2009-08-22,520.88,1,Grades 3-5
MD,Technology,high,2009-09-29,410.0,1,Grades PreK-2
CA,Technology,high,2009-08-26,500.46,1,Grades 9-12
NY,Books,high,2009-08-30,483.8,1,Grades PreK-2
NY,Technology,high,2009-08-30,550.8,1,Grades PreK-2
CO,Technology,high,2009-08-20,485.54,5,Grades 3-5
NY,Supplies,high,2009-09-16,1063.85,1,Grades 9-12
CA,Supplies,high,2009-06-10,260.97,10,Grades 6-8
FL,Other,minimal,2009-09-30,363.58,4,Grades PreK-2
NJ,Supplies,high,2009-05-18,1097.56,1,Grades 6-8
MO,Supplies,high,2009-09-24,540.26,3,Grades PreK-2
CA,Other,low,2009-09-04,534.35,1,Grades 3-5
VA,Supplies,high,2009-08-27,469.94,1,Grades PreK-2
CA,Technology,high,2009-09-24,1028.03,1,Grades 9-12
CA,Supplies,high,2009-10-06,245.32,395,Grades 3-5
NY,Technology,high,2009-10-05,825.46,1,Grades 9-12
WA,Technology,high,2009-08-16,2157.55,4,Grades 9-12
FL,Technology,high,2009-08-16,2157.55,1,Grades 9-12
FL,Books,high,2009-08-23,244.22,1,Grades 9-12
CA,Technology,high,2009-09-19,389.76,5,Grades PreK-2
IL,Supplies,high,2009-08-26,631.15,1,Grades 3-5
NY,Technology,high,2009-08-22,684.03,1,Grades 9-12
CA,Books,high,2009-08-20,336.77,1,Grades 9-12
MN,Supplies,high,2009-08-27,413.65,2,Grades 9-12
LA,Technology,high,2009-07-25,299.16,4,Grades PreK-2
FL,Supplies,high,2009-07-25,294.73,1,Grades 3-5
CA,Technology,high,2009-09-26,465.59,2,Grades 9-12
PA,Technology,low,2009-09-27,428.04,2,Grades 3-5
PA,Books,high,2009-09-27,440.54,1,Grades PreK-2
PA,Supplies,high,2009-08-30,545.77,1,Grades 9-12
OH,Supplies,high,2009-08-07,422.24,1,Grades PreK-2
TN,Supplies,high,2009-08-07,422.24,3,Grades PreK-2
KY,Supplies,high,2009-09-16,316.86,1,Grades 9-12
AZ,Books,high,2009-09-19,335.16,3,Grades 3-5
AZ,Supplies,high,2009-09-19,566.89,2,Grades 9-12
OH,Technology,high,2009-09-20,564.24,1,Grades 9-12
FL,Supplies,high,2009-06-22,401.9,1,Grades PreK-2
WA,Supplies,high,2009-09-11,539.48,1,Grades 9-12
MD,Technology,high,2009-09-06,800.0,1,Grades 9-12
CA,Supplies,high,2009-09-08,543.18,1,Grades 9-12
MN,Technology,low,2009-09-20,1043.01,1,Grades PreK-2
CA,Supplies,high,2009-08-15,1123.04,4,Grades 6-8
NM,Supplies,low,2009-09-15,216.42,1,Grades PreK-2
AL,Supplies,high,2009-08-21,774.16,1,Grades 6-8
NM,Supplies,high,2009-06-29,670.74,1,Grades 9-12
CA,Technology,high,2009-04-17,671.46,1,Grades 9-12
SC,Technology,high,2009-04-17,671.46,1,Grades 9-12
CA,Supplies,high,2009-09-06,346.57,1,Grades 3-5
OH,Supplies,high,2009-08-09,331.79,1,Grades PreK-2
CT,Technology,high,2009-05-02,771.95,1,Grades 3-5
CA,Technology,high,2009-05-03,293.9,1,Grades 6-8
CA,Supplies,low,2009-07-14,571.7,1,Grades 3-5
NJ,Technology,high,2009-09-06,519.01,8,Grades 9-12
CA,Supplies,high,2009-06-25,447.56,2,Grades PreK-2
OH,Supplies,high,2009-09-11,383.22,1,Grades 3-5
CA,Supplies,high,2009-06-12,1017.2,33,Grades 6-8
PA,Supplies,high,2009-06-12,1017.2,1,Grades 6-8
CA,Books,high,2009-07-30,129.39,1,Grades 3-5
FL,Books,high,2009-05-10,534.15,18,Grades PreK-2
DC,Supplies,low,2009-09-12,176.54,1,Grades PreK-2
NM,Other,high,2009-07-02,202.44,1,Grades PreK-2
CA,Technology,high,2009-09-08,554.61,1,Grades PreK-2
NJ,Books,high,2009-08-23,280.62,1,Grades 3-5
CA,Supplies,high,2009-08-21,571.73,1,Grades 6-8
NY,Supplies,high,2009-05-19,524.39,1,Grades PreK-2
CA,Other,high,2009-09-10,1077.13,1,Grades 3-5
NV,Other,high,2009-09-10,1077.13,2,Grades 3-5
SC,Technology,high,2009-04-08,1042.68,2,Grades 9-12
TX,Technology,high,2009-04-08,1042.68,1,Grades 9-12
CA,Technology,high,2009-04-08,1042.68,1,Grades 9-12
CA,Supplies,low,2009-04-16,365.44,1,Grades PreK-2
TX,Other,high,2009-08-24,4816.73,1,Grades 9-12
TN,Other,high,2009-08-24,4816.73,1,Grades 9-12
PR,Supplies,high,2009-04-10,1583.18,3,Grades 3-5
WA,Supplies,high,2009-04-10,1583.18,1,Grades 3-5
